0	0.5834325	2.384186E-7
0.01220703	0.3111615	-2.024204
0.02441406	0.954595	0.06398869
0.03662109	0.821139	1.01987
0.04882812	0.4505898	-0.2541107
0.06103515	0.8279547	-0.4592389
0.07324218	1.015704	0.4365298
0.08544921	0.8978667	0.2826917
0.09765624	0.6849741	0.1539624
0.1098633	1.199085	0.2351348
0.1220703	0.8218391	0.3480779
0.1342773	0.9335203	0.3634443
0.1464844	0.7617862	0.4776921
0.1586914	0.8161634	0.2269921
0.1708984	0.8117217	0.3966097
0.1831055	0.9074575	0.3836529
0.1953125	0.8766173	0.3924049
0.2075195	0.8929296	0.6029621
0.2197265	0.7930375	0.5781579
0.2319336	0.7860201	0.5979574
0.2441406	0.7143514	0.6443371
0.2563476	0.7138115	0.6195033
0.2685547	0.665484	0.6324084
0.2807617	0.6561586	0.6168268
0.2929687	0.6307139	0.6853185
0.3051758	0.566981	0.6178868
0.3173828	0.5673358	0.5988181
0.3295898	0.5574517	0.59524
0.3417968	0.5440067	0.5895901
0.3540039	0.4910294	0.6138842
0.3662109	0.4859842	0.5039976
0.3784179	0.4863148	0.4796523
0.390625	0.4826075	0.4900289
0.402832	0.48462	0.5095955
0.415039	0.4221625	0.4375453
0.4272461	0.448242	0.4128642
0.4394531	0.4549444	0.3548441
0.4516601	0.4390756	0.3665619
0.4638672	0.4437915	0.3518183
0.4760742	0.454218	0.2823282
0.4882812	0.4592973	0.3122096
0.5004882	0.4662699	0.3204335
0.5126953	0.4769393	0.3194432
0.5249023	0.4544631	0.3460479
0.5371093	0.4717985	0.334226
0.5493163	0.4627036	0.3690344
0.5615234	0.450625	0.3610948
0.5737304	0.4515778	0.3920044
0.5859374	0.4369868	0.3815559
0.5981445	0.4246029	0.398172
0.6103515	0.411823	0.4027684
0.6225585	0.3916608	0.3358992
0.6347656	0.4015623	0.3408494
0.6469726	0.3963243	0.3199619
0.6591796	0.3933233	0.2967391
0.6713867	0.3870471	0.3225804
0.6835937	0.3852013	0.2744186
0.6958007	0.3816562	0.2525843
0.7080078	0.3844978	0.2815437
0.7202148	0.3804946	0.2448755
0.7324218	0.3723326	0.2523584
0.7446288	0.3652638	0.2287609
0.7568359	0.3759552	0.2171113
0.7690429	0.3561531	0.2024388
0.7812499	0.3642813	0.1930814
0.793457	0.3625674	0.1622744
0.805664	0.3577706	0.1645901
0.817871	0.3629186	0.1474701
0.8300781	0.3617643	0.1422991
0.8422851	0.3589503	0.1195673
0.8544921	0.3653242	0.1527317
0.8666992	0.357034	0.09993553
0.8789062	0.3611475	0.1291686
0.8911132	0.3570396	0.1184303
0.9033203	0.3538311	0.08771586
0.9155273	0.3567236	0.09241164
0.9277343	0.3513404	0.08691657
0.9399413	0.3575242	0.03710032
0.9521484	0.3510856	0.06061471
0.9643554	0.3659431	0.01056373
0.9765624	0.3640216	0.02470136
0.9887695	0.3658013	0.006424427
1.000976	0.3786642	0.002969265
1.013183	0.3755051	-0.00554204
1.025391	0.3769885	-0.01532251
1.037598	0.4006664	-0.02033162
1.049805	0.3901465	-0.01352835
1.062012	0.4057776	5.469322E-4
1.074219	0.4002577	0.003957331
1.086426	0.4061943	-0.01479626
1.098633	0.4107007	0.004240334
1.11084	0.4224294	0.001238585
1.123047	0.4210218	0.006698608
1.135254	0.4293232	0.04697299
1.147461	0.4241624	0.01498812
1.159668	0.4350298	0.03435922
1.171875	0.4418675	0.03773786
1.184082	0.4605131	0.05814075
1.196289	0.4488931	0.08729209
1.208496	0.460995	0.1219451
1.220703	0.4553278	0.1052557
1.23291	0.4555396	0.146615
1.245117	0.466095	0.157054
1.257324	0.4533929	0.1846218
1.269531	0.449068	0.1861266
1.281738	0.4425282	0.2012918
1.293945	0.4530835	0.1607051
1.306152	0.4533895	0.2281344
1.318359	0.4503155	0.2082422
1.330566	0.451902	0.2445474
1.342773	0.4396273	0.2437695
