0	0.5914893	2.384186E-7
0.01220703	0.3291104	-2.662044
0.02441406	0.9551277	1.631629
0.03662109	0.4058291	2.058529
0.04882812	0.5352769	0.2662092
0.06103516	0.7476746	1.447998
0.07324219	0.1646724	0.2233357
0.08544922	0.3101354	-0.4115767
0.09765625	0.4401284	-0.4430199
0.1098633	0.3095751	-0.3910379
0.1220703	0.3139506	-0.6898919
0.1342773	0.3250083	-0.6950715
0.1464844	0.3946674	-0.557505
0.1586914	0.4070453	-0.7463748
0.1708984	0.4777245	-0.5354749
0.1831055	0.4420602	-0.4161434
0.1953125	0.4749617	-0.4354041
0.2075195	0.430149	-0.3758582
0.2197266	0.4677012	-0.412566
0.2319336	0.4931838	-0.2348701
0.2441406	0.4428559	-0.267622
0.2563477	0.4494191	-0.1382167
0.2685547	0.4201967	-0.1352057
0.2807617	0.3930976	-0.07412404
0.2929687	0.3487955	-0.07384157
0.3051758	0.3170384	-0.1291385
0.3173828	0.2975985	-0.2251073
0.3295898	0.293774	-0.4035545
0.3417969	0.3256115	-0.357989
0.3540039	0.3085	-0.505924
0.3662109	0.3320687	-0.6415794
0.378418	0.4177302	-0.5631093
0.390625	0.4480418	-0.5713117
0.402832	0.405338	-0.4102135
0.4150391	0.4941916	-0.5239486
0.4272461	0.4723808	-0.4362828
0.4394531	0.4644555	-0.3219038
0.4516602	0.4975325	-0.4052566
0.4638672	0.4770711	-0.2885414
0.4760742	0.4436359	-0.3168385
0.4882813	0.4872549	-0.3488418
0.5004883	0.4723848	-0.3370092
0.5126953	0.4760553	-0.2997663
0.5249023	0.499707	-0.3656908
0.5371094	0.500351	-0.2652749
0.5493164	0.4696636	-0.3204367
0.5615234	0.5116948	-0.3246739
0.5737305	0.4866452	-0.3510193
0.5859375	0.5332706	-0.3407437
0.5981445	0.5368685	-0.3216473
0.6103516	0.5328481	-0.3378184
0.6225586	0.5772305	-0.2810806
0.6347656	0.5615014	-0.2819373
0.6469727	0.5529059	-0.2543719
0.6591797	0.5912994	-0.2323325
0.6713867	0.5606514	-0.258839
0.6835937	0.5895789	-0.1997595
0.6958008	0.5887522	-0.1916414
0.7080078	0.5903554	-0.2210886
0.7202148	0.6079742	-0.1577404
0.7324219	0.6265697	-0.1300164
0.7446289	0.6015266	-0.1242462
0.7568359	0.602345	-0.1017225
0.769043	0.6466746	-0.1083581
0.78125	0.6208287	-0.05124855
0.793457	0.6354063	-0.02020419
0.8056641	0.6261709	-0.02264285
0.8178711	0.6158186	0.01464581
0.8300781	0.6253054	0.02205539
0.8422852	0.624179	0.02199522
0.8544922	0.601558	0.08293092
0.8666992	0.6147691	0.06458879
0.8789062	0.5873395	0.05468488
0.8911133	0.6114246	0.0916459
0.9033204	0.6052822	0.1084424
0.9155274	0.5865242	0.1240301
0.9277344	0.5909245	0.1498234
0.9399415	0.5852951	0.1436036
0.9521485	0.5741662	0.1996358
0.9643555	0.5803402	0.1936477
0.9765626	0.5617968	0.2101836
0.9887696	0.5689557	0.3000712
1.000977	0.5479667	0.264652
1.013184	0.517818	0.3269889
1.025391	0.5278935	0.3445961
1.037598	0.4990356	0.3318775
1.049805	0.4801453	0.3882073
1.062012	0.4844618	0.4096991
1.074219	0.4271943	0.3892927
1.086426	0.4227439	0.4170306
1.098633	0.4290517	0.3716831
1.11084	0.3826651	0.4196699
1.123047	0.3763784	0.4561424
1.135254	0.3492384	0.3545482
1.147461	0.3076895	0.4002645
1.159668	0.3186571	0.3296877
1.171875	0.288187	0.271524
