#param comment,Too big
#column freq
#column real N
#column imag N
#column real Z
#column imag Z
#column real eps
#column imag eps
#column real mu
#column imag mu
0.2197265	1.647093	0.2821335	0.73669	-0.006628139	2.232176	0.4030578	1.215267	0.1969278
0.2319336	1.590066	-0.2403904	0.6936667	0.3229584	1.751294	-1.16192	1.180612	0.3467743
0.2441406	1.482382	0.00508705	0.8896338	0.1755242	1.604936	-0.3109348	1.317884	0.2647195
0.2563476	1.415095	-0.01075405	0.864623	0.1672077	1.57534	-0.3170896	1.225322	0.2273166
0.2685547	1.262988	-0.1814334	1.047443	0.4366056	0.9657789	-0.575781	1.402123	0.3613863
0.2807617	1.564995	-0.08864729	0.8017141	0.1956309	1.816895	-0.5539231	1.27202	0.2350914
0.2929687	1.587376	-0.2125519	0.645759	0.2775932	1.955338	-1.169694	1.084066	0.3033876
0.3051758	1.350925	0.14264	0.8521376	0.04476114	1.589743	0.08388466	1.14479	0.1820179
0.3173828	1.329066	0.2207565	0.9736757	-0.05975546	1.346014	0.3093311	1.30727	0.1355263
0.3295898	1.28668	0.01900462	1.034418	0.2279052	1.190144	-0.2438429	1.326634	0.3128999
0.3417968	1.335615	0.1333435	1.057401	0.1508421	1.25555	-0.0530037	1.392167	0.3424646
0.3540039	1.456589	0.09210096	0.8939058	0.08170699	1.625304	-0.04552799	1.294528	0.2013431
0.3662109	1.41977	0.1231132	0.9335821	0.1321867	1.509192	-0.08181592	1.309198	0.3026109
0.3784179	1.463862	0.2211931	1.008411	0.102356	1.458886	0.0712679	1.453534	0.3728887
0.390625	1.396187	0.2278236	1.033662	0.07396458	1.35953	0.123122	1.426334	0.3387609
0.402832	1.433836	0.3405734	0.9597752	0.1118906	1.514711	0.1782621	1.338053	0.4873066
0.415039	1.475881	0.2250895	0.9752638	0.2045648	1.49591	-0.08297355	1.393327	0.5214349
0.427246	1.434934	0.3223396	0.9461398	0.1378126	1.533705	0.1172933	1.313226	0.5027303
0.4394531	1.460534	0.4250376	0.9312202	0.1143937	1.600328	0.259842	1.311457	0.5628795
0.4516601	1.418123	0.3838675	0.8975651	0.1637356	1.604588	0.1349645	1.210005	0.5767433
0.4638671	1.382164	0.4146518	0.9290174	0.1864211	1.516279	0.14207	1.206755	0.6428834
0.4760742	1.374756	0.4321029	0.8387157	0.1254528	1.678625	0.2641117	1.098821	0.5348784
0.4882812	1.365201	0.4675034	0.8218287	0.1084184	1.70652	0.3437275	1.071275	0.5322207
0.5004882	1.304672	0.4681964	0.8436747	0.1000202	1.589862	0.366466	1.05389	0.525499
0.5126953	1.210169	0.4599889	0.8604007	0.05858315	1.436261	0.4368293	1.014283	0.4666702
0.5249023	1.233526	0.4658938	0.8201175	0.04225706	1.529295	0.4892839	0.9919487	0.4342128
0.5371093	1.215037	0.4074601	0.8287462	0.06459951	1.495353	0.375098	0.9806357	0.4161718
0.5493163	1.18819	0.4657202	0.8209355	-0.04808164	1.4093	0.649846	0.9978201	0.3251962
0.5615234	1.120476	0.4731779	0.8481605	-0.08220352	1.255206	0.6795414	0.9892408	0.3092237
0.5737304	1.092717	0.4386888	0.9234957	-0.09600591	1.121733	0.5916452	1.051236	0.3002199
0.5859374	1.040817	0.3789658	1.005874	-0.1135556	0.9797202	0.4873556	1.089965	0.2630013
0.5981445	1.035932	0.3989833	0.9797372	-0.105409	1.001945	0.5150334	1.056997	0.2817022
0.6103515	1.004411	0.3816805	1.060287	-0.1241816	0.8928921	0.4645545	1.112362	0.2799616
0.6225585	1.010384	0.2795959	1.125132	-0.04005082	0.8880426	0.2801117	1.148014	0.2741157
0.6347656	1.004615	0.3139041	1.120657	-0.05270232	0.88133	0.3215544	1.142373	0.2988333
0.6469726	1.012985	0.3144282	1.077896	-0.05020808	0.9241875	0.3347539	1.107679	0.2880607
0.6591796	0.9824963	0.2451556	1.196278	0.01303869	0.8234301	0.195957	1.172142	0.3060847
0.6713867	1.020904	0.1866274	1.178178	0.07223827	0.8729413	0.1048803	1.189324	0.2936286
